userId,propertyId,rating
6,378,3
6,381,3
6,382,3
6,383,3
6,405,3
6,412,3
6,415,4
6,416,3
6,419,3
6,426,3
6,432,5
6,434,4
6,435,3
6,437,3
6,440,4
6,445,3
6,450,4
6,454,4
6,458,3
6,460,3
6,466,2
6,469,4
6,472,3
6,475,4
6,477,4
6,485,3
6,489,3
6,490,3
6,491,4
6,493,3
6,494,3
6,497,3
6,500,5
6,502,3
6,505,3
6,508,4
6,509,3
6,510,3
6,515,4
6,516,4
6,520,3
6,524,3
6,527,3
6,531,3
6,532,3
6,536,3
6,537,3
6,539,3
6,540,3
6,542,4
6,543,3
6,546,2
6,548,3
6,552,3
6,553,5
6,569,4
6,575,3
6,587,5
6,589,3
6,593,4
6,594,4
6,596,3
6,606,3
6,608,3
6,609,4
6,616,5
6,628,3
6,631,4
6,637,4
6,640,1
6,647,4
6,667,3
6,694,3
6,697,3
6,700,4
6,704,3
6,708,4
6,709,5
6,710,3
6,711,4
6,719,2
6,736,5
6,747,3
6,762,1
6,765,3
6,775,3
6,780,5
6,783,5
6,795,3
6,799,3
6,801,3
6,802,4
6,818,3
6,830,5
6,835,4
6,837,3
6,838,4
6,839,3
6,842,3
6,848,4
6,852,4
6,867,3
6,880,3
6,881,3
6,888,3
6,891,3
6,979,3
6,981,3
6,986,4
6,991,4
6,996,4
6,999,2
6,1004,4
6,1006,4
6,1042,3
6,1049,5
6,1061,4
6,1064,4
6,1073,3
6,1082,4
6,1084,3
7,58,3
7,165,4
7,466,5
7,587,2
7,588,3
7,750,4
7,920,3
7,924,4
7,1101,4
7,1196,4
7,1208,4
7,1210,4
7,1219,5
7,1240,5
7,1270,5
7,1584,5
7,1610,4
7,1617,3
7,1682,3
8,11,4
8,39,3
8,110,3
8,141,3
8,150,4
8,186,4
8,208,3
8,236,3
8,253,5
8,282,3
8,292,3
8,317,3
8,318,5
8,339,3
8,357,5
8,367,3
8,380,5
8,432,1
8,440,3
8,457,3
8,500,2
8,527,5
8,586,3
8,597,3
9,41,3
9,187,3
9,371,3
9,627,3
9,922,4
9,923,5
9,1037,2
9,1095,4
9,1198,5
9,1270,5
9,1674,4
10,912,4
10,1088,3
10,1247,3
10,1307,3
11,44,2
11,95,3
11,110,5
11,165,3
11,170,4
11,292,4
11,318,4
11,349,5
11,368,3
11,376,2
11,377,3
11,380,4
11,434,3
11,466,3
11,474,4
11,493,3
11,511,4
11,529,5
11,589,4
11,733,4
11,736,4
11,1100,3
11,1101,5
11,1210,4
11,1358,4
11,1370,3
11,1385,3
11,1391,1
11,1408,5
11,1438,3
11,1518,4
11,1552,4
11,1573,3
11,1584,5
11,1586,4
11,1597,4
11,1604,4
11,1608,4
11,1616,3
11,1687,3
11,1693,5
11,1704,4
11,1721,5
11,1784,5
12,39,4
12,168,5
12,277,3
12,830,4
12,838,5
12,1357,5
12,1405,3
12,1721,5
13,305,1
13,1173,3
13,1198,5
13,1590,4
13,1619,3
13,1639,4
13,1721,4
14,4,3
14,7,3
14,25,4
14,39,3
14,95,5
14,105,3
14,110,5
14,193,3
14,231,3
14,266,5
14,318,3
14,337,5
14,339,4
14,344,2
14,351,3
14,356,4
14,367,1
14,376,4
14,383,4
14,434,4
14,448,3
14,455,3
14,477,4
14,480,3
14,491,3
14,508,3
14,509,5
14,524,3
14,539,4
14,552,3
14,553,4
14,586,3
14,590,4
14,592,2
14,784,1
15,44,1
15,172,1
15,293,3
15,318,5
15,356,5
15,527,5
15,588,3
15,596,2
15,849,2
15,858,4
15,1196,5
15,1198,4
15,1200,5
15,1210,5
15,1214,5
15,1240,4
15,1270,5
15,1347,3
15,1527,3
16,204,2
16,293,4
16,318,4
16,319,4
16,593,3
16,678,4
16,745,4
16,849,4
16,913,4
16,1089,4
16,1136,4
16,1147,4
16,1148,4
16,1193,4
16,1196,3
16,1197,4
16,1199,5
16,1201,3
16,1203,4
16,1207,4
16,1208,4
16,1214,4
16,1219,3
16,1223,4
16,1230,4
16,1247,4
16,1260,4
16,1261,4
16,1267,4
16,1276,4
16,1281,3
16,1299,4
17,47,4
17,111,4
17,318,5
17,356,5
17,858,5
17,904,4
17,1036,4
17,1093,4
17,1196,5
17,1201,5
17,1206,5
17,1210,5
17,1234,4
17,1240,5
17,1252,4
17,1258,4
17,1259,4
17,1263,4
17,1291,4
17,1358,3
17,1405,4
17,1466,3
17,1732,5
18,32,4
18,111,4
18,163,4
18,165,4
18,318,5
18,329,4
18,337,4
18,370,3
18,431,4
18,435,2
18,442,3
18,502,2
18,508,4
18,541,4
18,555,4
18,590,4
18,595,3
18,648,3
18,653,3
18,673,3
18,745,4
18,784,2
18,858,4
18,908,4
18,913,4
18,919,4
18,923,5
18,924,4
18,1036,4
18,1086,4
18,1095,4
18,1196,4
18,1198,4
18,1201,5
18,1203,5
18,1209,5
18,1214,4
18,1221,5
18,1240,4
18,1245,4
18,1246,4
18,1252,4
18,1260,4
18,1270,4
18,1276,4
18,1291,4
18,1371,4
18,1391,3
18,1466,4
18,1608,3
18,1617,4
18,1682,3
18,1704,4
18,1721,4
18,1729,4
19,1,4
19,2,3
19,3,3
19,7,2
19,12,1
19,13,3
19,15,2
19,32,4
19,34,4
19,47,3
19,48,1
19,54,2
19,64,2
19,65,2
19,70,2
19,87,2
19,92,2
19,102,1
19,104,2
19,107,2
19,118,3
19,135,3
19,141,1
19,153,2
19,158,3
19,165,3
19,173,1
19,185,2
19,186,2
19,196,2
19,223,3
19,231,2
19,253,3
19,258,3
19,273,1
19,289,2
19,291,2
19,295,3
19,319,1
19,325,2
19,328,2
19,329,2
19,330,3
19,332,2
19,333,2
19,338,2
19,339,3
19,344,2
19,348,2
19,350,2
19,351,2
19,353,5
19,356,2
19,362,2
19,366,2
19,367,4
19,368,3
19,370,3
19,372,1
19,374,2
19,377,4
19,378,3
19,379,2
19,407,3
19,410,2
19,414,2
19,420,2
19,422,3
19,423,3
19,427,3
19,432,3
19,434,3
19,435,2
19,440,3
19,442,3
19,445,2
19,450,2
19,455,2
19,466,3
19,468,3
19,472,2
19,480,2
19,485,2
19,486,2
19,490,2
19,494,2
19,497,3
19,500,2
19,512,2
19,513,3
19,520,2
19,537,1
19,539,3
19,540,1
19,541,4
19,542,2
19,543,3
19,546,2
19,551,5
19,558,2
19,575,2
19,586,3
19,606,2
19,610,3
19,611,2
19,627,2
19,637,2
19,640,1
19,661,3
19,671,2
19,673,1
19,674,4
19,708,3
19,709,2
19,711,3
19,719,2
19,720,4
19,724,4
19,733,3
19,736,2
19,742,3
19,743,2
19,745,4
19,761,3
19,762,1
19,783,4
2,785,2
2,788,2
2,798,2
2,799,3
2,810,1
2,818,4
2,829,2
2,830,2
19,832,2
19,837,4
19,839,1
19,842,2
19,849,2
19,852,4
19,866,2
19,879,1
19,880,2
19,881,1
19,903,5
19,904,5
19,906,3
19,910,4
19,911,3
19,913,5
19,915,2
19,921,3
19,924,3
19,930,3
19,931,4
19,933,4
19,965,2
19,984,2
19,986,3
19,1016,3
19,1020,3
19,1021,2
19,1028,2
19,1031,2
19,1032,1
19,1037,1
19,1047,3
19,1049,2
19,1057,3
19,1064,2
19,1073,4
19,1077,3
19,1079,4
19,1081,2
19,1086,4
19,1089,3
19,1092,2
19,1097,5
19,1127,3
19,1129,3
19,1136,3
2,1148,4
2,1179,2
2,1193,4
2,1196,4
2,1197,5
2,1198,5
2,1200,3
2,1210,3
2,1214,4
19,1215,3
19,1219,4
19,1234,4
19,1238,3
19,1240,4
19,1256,4
19,1257,3
19,1258,2
19,1259,3
19,1265,4
19,1267,3
19,1269,4
19,1270,4
19,1278,4
19,1285,5
19,1291,5
19,1297,4
19,1307,3
19,1322,2
19,1324,2
19,1330,2
19,1333,3
19,1339,2
19,1342,2
19,1345,3
19,1346,2
19,1347,2
19,1355,2
19,1356,3
19,1359,3
19,1367,1
19,1371,3
19,1372,5
19,1373,1
19,1374,5
19,1375,3
19,1376,4
19,1377,3
19,1378,3
19,1379,2
19,1380,3
19,1391,3
19,1394,3
19,1396,3
19,1405,2
19,1407,3
19,1409,3
19,1427,1
19,1441,3
19,1456,2
19,1457,3
19,1461,3
19,1474,2
19,1479,3
19,1485,3
19,1489,2
19,1499,1
19,1500,2
19,1517,3
19,1527,5
19,1542,2
19,1544,1
19,1550,2
19,1551,2
19,1552,3
19,1556,1
19,1562,1
19,1566,4
19,1569,3
19,1573,4
19,1580,2
19,1583,3
19,1584,3
19,1588,2
19,1590,1
19,1591,2
19,1593,2
19,1597,2
19,1603,2
19,1610,3
19,1614,2
19,1617,4
19,1625,4
19,1644,2
19,1645,2
19,1648,2
19,1653,4
19,1658,5
19,1663,3
19,1665,1
19,1676,2
19,1679,2
19,1681,3
19,1688,3
19,1689,2
19,1690,1
19,1702,3
19,1717,3
19,1718,2
19,1722,3
19,1732,3
19,1747,2
19,1748,3
19,1754,2
19,1777,3
19,1779,2
19,1783,1
19,1784,2
19,1798,1
19,1805,3
19,1806,2
19,1812,3
19,1816,1
20,2,3
20,8,1
20,13,4
20,158,3
20,551,5
20,586,3
20,594,5
20,709,3
20,720,5
20,837,4
20,899,4
20,919,5
20,1010,3
20,1012,4
20,1013,4
20,1021,2
20,1025,5
20,1030,3
20,1031,3
20,1073,5
20,1097,5
20,1148,5
20,1367,3
20,1380,5
20,1489,4
20,1547,3
20,1722,3
21,48,3
21,145,3
21,293,3
21,355,4
21,370,5
21,435,1
21,597,4
21,743,4
21,745,3
21,902,3
21,1148,3
21,1198,4
21,1200,2
21,1270,5
21,1291,4
21,1722,5
22,318,5
22,356,5
22,858,3
22,1042,3
22,1193,5
22,1223,4
23,29,4
23,50,4
23,58,3
23,175,3
23,272,4
23,293,4
23,300,3
23,334,4
23,431,3
23,741,4
23,750,3
23,778,4
23,866,3
23,913,4
23,923,4
23,924,4
23,1036,3
23,1089,4
23,1136,3
23,1175,4
23,1199,4
23,1200,3
23,1203,3
23,1206,4
23,1208,4
23,1212,5
23,1213,3
23,1214,4
23,1222,5
23,1232,5
23,1233,5
23,1237,4
23,1248,3
23,1258,5
23,1266,4
23,1274,4
23,1284,5
23,1425,3
23,1464,4
23,1711,4
24,50,4
24,608,4
24,733,3
24,1047,2
24,1197,4
24,1246,4
24,1297,3
24,1396,4
24,1527,4
24,1580,4
24,1639,3
24,1653,3
24,1704,4
24,1784,4
25,231,4
25,260,5
25,527,5
25,1198,5
26,10,3
26,34,3
26,47,4
26,150,3
26,153,3
26,165,4
26,185,3
26,225,3
26,288,3
26,344,3
26,349,3
26,434,2
27,1,3
27,48,4
27,60,3
27,62,5
27,158,2
27,238,3
27,260,4
27,356,5
27,367,4
27,421,3
27,455,3
27,661,3
27,673,2
27,736,3
27,745,5
27,780,3
27,783,4
27,801,2
27,808,4
27,902,4
27,911,5
27,913,4
27,920,4
27,924,2
27,969,4
27,986,4
27,1010,2
27,1015,4
27,1021,4
27,1022,4
27,1035,5
27,1083,4
27,1097,5
27,1101,4
27,1127,4
27,1148,5
27,1196,4
27,1197,5
27,1198,5
27,1200,1
27,1201,4
27,1207,5
27,1210,4
27,1222,1
27,1247,2
27,1250,4
27,1262,5
27,1270,5
27,1276,4
27,1287,5
27,1304,3
27,1356,3
27,1387,2
27,1396,3
27,1474,3
27,1566,2
27,1580,3
27,1584,4
27,1588,2
27,1592,3
27,1721,5
28,47,3
28,95,2
28,172,3
28,211,3
28,224,3
28,290,3
28,345,4
28,349,3
28,353,3
28,356,4
28,442,1
28,456,2
28,457,3
28,475,4
28,481,3
28,507,4
28,553,3
28,555,3
28,599,3
28,608,3
28,635,3
28,733,1
28,851,2
28,898,3
28,899,2
28,924,3
28,996,2
28,1036,2
28,1089,3
28,1095,3
28,1101,3
28,1120,3
28,1171,3
28,1196,4
28,1199,2
28,1200,4
28,1201,4
28,1208,3
28,1209,3
28,1210,4
28,1213,4
28,1221,4
28,1222,4
28,1230,2
28,1234,3
28,1249,4
28,1256,4
28,1271,2
28,1275,2
28,1303,3
28,1358,4
28,1371,4
28,1466,3
28,1480,3
28,1580,3
28,1590,3
28,1608,2
28,1617,3
28,1625,2
28,1678,2
28,1704,3
28,1732,4
28,1754,3
29,150,4
29,165,4
29,914,4
29,924,5
29,953,5
29,1136,4
29,1201,5
29,1208,4
29,1213,4
29,1222,4
29,1224,4
29,1242,4
29,1250,5
29,1270,4
29,1272,5
29,1385,2
29,1408,5
29,1617,5
29,1792,3
30,318,5
30,1036,4
30,1196,5
30,1198,5
30,1200,3
30,1210,5
30,1291,5
3,500,2
10,353,3
6,1291,3
1,356,2
1,1199,3
1,1207,3
