userId,propertyId,rating
28,277,5
28,344,3
28,364,3
28,383,3
28,490,3
28,648,3
28,849,5
28,1258,3
28,1288,4
29,5,5
29,65,3
29,163,3
29,279,3
29,347,3
29,367,4
29,405,3
29,491,4
29,661,5
29,1265,4
29,1291,4
29,1371,3
30,6,4
30,21,3
30,66,3
30,165,3
30,281,4
30,348,3
30,380,2
30,410,3
30,493,3
30,673,3
30,1270,5
30,1304,3
31,186,4
31,187,3
31,349,5
31,494,3
31,590,5
31,592,3
31,762,1
31,1004,4
31,1552,4
31,1639,4
32,208,3
32,223,4
32,356,5
32,497,3
32,592,3
32,593,5
32,765,3
32,1006,4
32,1573,3
32,1721,4
34,4,3
34,231,4
34,368,3
34,371,3
34,500,5
34,593,4
34,648,4
34,775,3
34,1029,5
34,1584,5
35,7,3
35,235,3
35,376,2
35,502,3
35,594,4
35,627,3
35,750,4
35,780,5
35,1030,3
35,1586,4
36,19,1
36,236,3
36,377,3
36,505,3
36,595,5
36,783,5
36,920,3
36,922,4
36,1031,5
36,1597,4
37,25,4
37,252,3
37,380,4
37,508,4
37,596,3
37,795,3
37,923,5
37,924,4
37,1032,5
37,1604,4
38,32,4
38,253,5
38,434,3
38,509,3
38,597,4
38,799,3
38,1037,2
38,1042,3
38,1101,4
38,1608,4
39,39,3
39,282,3
39,457,5
39,510,3
39,606,3
39,801,3
39,1042,4
39,1095,4
39,1196,4
39,1616,3
40,47,5
40,292,3
40,466,3
40,515,4
40,608,3
40,802,4
40,1049,5
40,1208,4
40,1270,5
40,1687,3
41,95,5
41,317,3
41,474,4
41,516,4
41,609,4
41,818,3
41,1049,5
41,1210,4
41,1674,4
41,1693,5
42,2,5
42,105,3
42,339,3
42,493,3
42,520,3
42,616,5
42,830,5
42,1060,4
42,1219,5
42,1704,4
43,110,5
43,296,1
43,356,3
43,511,4
43,524,3
43,628,3
43,835,4
43,1061,4
43,1240,5
43,1721,5
44,150,4
44,357,5
44,529,5
44,531,3
44,588,4
44,631,4
44,837,3
44,1064,4
44,1270,5
44,1784,5
45,39,4
45,153,2
45,364,5
45,532,3
45,589,4
45,637,4
45,838,4
45,912,4
45,1073,3
45,1584,5
46,168,5
46,193,3
46,367,3
46,536,3
46,593,5
46,640,1
46,839,3
46,1073,5
46,1088,3
46,1610,4
47,222,5
47,231,3
47,377,4
47,537,3
47,647,4
47,648,4
47,842,3
47,1080,5
47,1247,3
47,1617,3
48,256,5
48,266,5
48,380,5
48,539,3
48,662,3
48,733,4
48,848,4
48,1082,4
48,1307,3
48,1682,3
49,6,5
49,10,2
49,277,3
49,282,5
49,432,1
49,540,3
49,667,3
49,736,4
49,852,4
49,1084,3
50,10,3
50,11,4
50,288,4
50,440,3
50,542,4
50,694,3
50,780,4
50,830,4
50,867,3
50,1089,5
51,21,4
51,36,4
51,296,3
51,454,4
51,543,3
51,697,3
51,838,5
51,880,3
51,1100,3
51,1201,2
52,32,3
52,44,2
52,58,3
52,318,3
52,457,3
52,546,2
52,700,4
52,881,3
52,1101,5
52,1357,5
53,34,5
53,95,3
53,165,4
53,337,5
53,500,2
53,548,3
53,704,3
53,888,3
53,1210,4
53,1405,3
54,39,3
54,150,5
54,260,5
54,339,4
54,552,3
54,586,3
54,708,4
54,891,3
54,1358,4
54,1721,5
55,47,5
55,50,5
55,153,3
55,344,2
55,356,5
55,553,5
55,587,3
55,709,5
55,979,3
55,1370,3
56,110,3
56,165,3
56,305,1
56,351,3
56,380,3
56,569,4
56,590,5
56,710,3
56,981,3
56,1385,3
57,141,3
57,170,4
57,356,4
57,466,5
57,575,3
57,592,3
57,597,3
57,711,4
57,986,4
57,1391,1
58,150,4
58,208,3
58,367,1
58,480,5
58,587,5
58,593,4
58,719,2
58,991,4
58,1173,3
58,1408,5
59,153,2
59,292,4
59,376,4
59,587,2
59,588,5
59,597,3
59,736,5
59,996,4
59,1438,3
59,1590,4
60,41,3
60,185,5
60,318,4
60,377,3
60,588,3
60,589,3
60,747,3
60,999,2
60,1518,4
60,1619,3
61,44,1
61,383,4
61,539,4
61,596,2
61,849,4
61,1203,4
61,1267,4
61,1527,3
62,50,4
62,158,1
62,434,4
62,540,3
62,849,2
62,913,4
62,1207,4
62,1276,4
63,172,1
63,204,2
63,448,3
63,552,3
63,858,4
63,1136,4
63,1208,4
63,1281,3
64,256,3
64,260,3
64,455,3
64,553,4
64,1147,4
64,1198,4
64,1214,4
64,1299,4
65,47,4
65,293,3
65,318,4
65,477,4
65,586,3
65,1148,4
65,1200,5
65,1219,3
66,111,4
66,319,4
66,355,1
66,480,3
66,590,4
66,1193,4
66,1210,5
66,1223,4
67,296,5
67,356,5
67,491,3
67,527,4
67,592,2
67,1196,3
67,1214,5
67,1230,4
68,356,5
68,364,3
68,508,3
68,593,3
68,1197,4
68,1240,4
68,1247,4
69,509,5
69,588,3
69,597,3
69,678,4
69,780,4
69,1199,5
69,1260,4
69,1270,5
70,524,3
70,589,5
70,745,4
70,784,1
70,858,5
70,1201,3
70,1261,4
70,1347,3
71,36,4
71,329,4
71,590,4
71,904,4
71,913,4
71,1259,4
72,50,5
72,337,4
72,595,3
72,919,4
72,1036,4
72,1263,4
73,111,4
73,364,3
73,648,3
73,923,5
73,1093,4
73,1291,4
74,163,4
74,370,3
74,653,3
74,924,4
74,1201,5
74,1209,5
74,1240,4
74,1252,4
74,1358,3
75,165,4
75,431,4
75,673,3
75,1086,4
75,1206,5
75,1214,4
75,1245,4
75,1260,4
75,1405,4
76,180,4
76,435,2
76,745,4
76,1089,4
76,1210,5
76,1221,5
76,1246,4
76,1270,4
76,1466,3
77,208,3
77,442,3
77,780,4
77,1095,4
77,1234,4
77,1732,5
78,2,3
78,223,4
78,502,2
78,784,2
78,1198,4
78,1240,5
79,6,4
79,260,4
79,508,4
79,858,4
79,1201,5
79,1252,4
80,32,4
80,288,4
80,555,4
80,908,4
80,1203,5
80,1258,4
5,1209,4
5,529,5
